id,match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_4idth,serve_depth,return_2epth,p1_score_rate,y81,y82,y9,y10
6759,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:08:04,1,2,11,0,0,0,1,1,1,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.645,11.785,2,116,1,0,2,0.363636364,3.8225,5.8925,1.16,-0.272727273
6760,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:08:31,1,2,12,0,0,0,1,1,1,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.867,3.394,1,128,1,0,2,0.416666667,2.867,3.394,1.28,-0.166666667
6761,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:08:55,1,2,13,0,0,0,1,1,1,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.111,29.488,3,118,4,1,0,0.461538462,3.370333333,9.829333333,1.18,-0.076923077
6762,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:09:40,1,2,14,0,0,0,1,1,1,2,6,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.998,12.645,2,126,3,0,0,0.428571429,2.499,6.3225,1.26,-0.142857143
6763,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:10:14,1,2,15,0,0,0,1,1,1,2,6,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.315,24.61,6,132,0,0,0,0.4,3.0525,4.101666667,1.32,-0.2
6764,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:10:53,1,2,16,0,0,0,1,1,2,2,6,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,15.013,15.777,4,96,1,1,2,0.375,3.75325,3.94425,0.96,-0.25
6765,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:11:51,1,3,17,0,0,0,2,2,1,1,7,10,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22.967,17.196,6,107,1,0,0,0.411764706,3.827833333,2.866,1.07,-0.176470588
6766,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:12:24,1,3,18,0,0,0,2,2,1,2,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.65,18.758,5,124,1,0,0,0.388888889,5.33,3.7516,1.24,-0.222222222
6767,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:12:57,1,3,19,0,0,0,2,2,2,2,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.822,2.713,1,103,4,1,0,0.368421053,3.822,2.713,1.03,-0.263157895
6768,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:13:36,1,3,20,0,0,0,2,2,2,2,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.931,25.416,7,102,0,0,0,0.2,4.418714286,3.630857143,1.02,-0.3
6769,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:14:29,1,3,21,0,0,0,2,2,2,1,8,13,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,15.259,12.093,2,91,3,0,0,0.2,7.6295,6.0465,0.91,-0.238095238
6770,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:15:15,1,3,22,0,0,0,2,2,1,2,8,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.332,12.348,1,121,4,1,0,0.2,8.332,12.348,1.21,-0.272727273
6771,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:16:55,1,4,23,0,0,0,3,1,1,1,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.108,6.384,1,129,3,0,2,0.391304348,7.108,6.384,1.29,-0.217391304
6772,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:17:21,1,4,24,0,0,0,3,1,2,1,10,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.243,2.425,1,97,0,0,0,0.416666667,2.243,2.425,0.97,-0.166666667
6773,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:17:56,1,4,25,0,0,0,3,1,1,1,11,14,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594,1.158,1,124,3,0,1,0.44,0.594,1.158,1.24,-0.12
6774,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:18:23,1,4,26,0,0,0,3,1,2,2,11,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.13,20.186,6,91,2,0,2,0.423076923,2.688333333,3.364333333,0.91,-0.153846154
6775,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:19:02,1,4,27,0,0,0,3,1,2,1,12,15,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.761,17.861,5,99,3,0,0,0.444444444,3.5522,3.5722,0.99,-0.111111111
6776,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:19:56,1,5,28,0,0,1,3,2,1,2,12,16,0,0,0,0,0,1,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11.065,7.193,3,111,4,1,0,0.428571429,3.688333333,2.397666667,1.11,-0.142857143
6777,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:20:24,1,5,29,0,0,1,3,2,2,1,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.657,17.158,4,90,1,1,0,0.448275862,4.16425,4.2895,0.9,-0.103448276
6778,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:21:16,1,5,30,0,0,1,3,2,1,2,13,17,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36.427,29.677,7,122,3,0,2,0.433333333,5.203857143,4.239571429,1.22,-0.133333333
6779,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:22:35,1,5,31,0,0,1,3,2,2,1,14,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39.327,36.741,8,81,2,0,0,0.4,4.915875,4.592625,0.81,-0.096774194
6780,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:23:36,1,5,32,0,0,1,3,2,1,1,15,17,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.899,32.764,10,123,3,0,0,0.6,3.1899,3.2764,1.23,-0.0625
6781,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:24:23,1,5,33,0,0,1,3,2,2,2,15,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,21.372,18.915,5,78,2,0,0,0.4,4.2744,3.783,0.78,-0.090909091
6782,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:25:17,1,5,34,0,0,1,3,2,1,2,15,19,0,0,0,0,0,1,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16.706,13.862,5,124,3,0,0,0.4,3.3412,2.7724,1.24,-0.117647059
6783,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:25:50,1,5,35,0,0,1,3,2,1,2,15,20,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.792,0.636,1,122,3,0,1,0.2,0.792,0.636,1.22,-0.142857143
6784,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:27:30,1,6,36,0,0,1,4,1,1,1,16,20,0,0,0,0,1,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,26.025,32.449,5,128,3,0,2,0.444444444,5.205,6.4898,1.28,-0.111111111
6785,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:28:07,1,6,37,0,0,1,4,1,1,1,17,20,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548,0.619,1,122,3,0,1,0.459459459,0.548,0.619,1.22,-0.081081081
6786,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:28:30,1,6,38,0,0,1,4,1,2,1,18,20,0,0,0,0,1,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,12.467,15.572,5,100,3,0,0,0.473684211,2.4934,3.1144,1,-0.052631579
6787,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:29:16,1,6,39,0,0,1,4,1,2,1,19,20,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.645,8.9,3,98,1,0,0,0.487179487,2.215,2.966666667,0.98,-0.025641026
6788,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:30:55,1,7,40,0,0,2,4,2,1,2,19,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.495,5.696,1,125,3,1,1,0.475,6.495,5.696,1.25,-0.05
6789,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:31:22,1,7,41,0,0,2,4,2,1,1,20,21,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.103,16.353,6,122,4,1,0,0.487804878,3.517166667,2.7255,1.22,-0.024390244
6790,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:32:00,1,7,42,0,0,2,4,2,1,2,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.588,25.528,7,118,3,0,2,0.476190476,3.655428571,3.646857143,1.18,-0.047619048
6791,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:32:39,1,7,43,0,0,2,4,2,2,2,20,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42.21,44.382,13,81,1,0,0,0.2,3.246923077,3.414,0.81,-0.069767442
6792,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:33:44,1,7,44,0,0,2,4,2,1,2,20,24,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.648,0.569,1,123,3,1,1,0.2,0.648,0.569,1.23,-0.090909091
6793,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:35:26,1,8,45,0,0,2,5,1,1,1,21,24,0,0,0,0,1,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8.173,21.499,3,113,4,1,1,0.466666667,2.724333333,7.166333333,1.13,-0.066666667
6794,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:35:56,1,8,46,0,0,2,5,1,1,2,21,25,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.146,78.594,12,122,3,0,2,0.456521739,3.512166667,6.5495,1.22,-0.086956522
6795,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:36:43,1,8,47,0,0,2,5,1,2,1,22,25,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.149,8.982,3,102,2,0,0,0.468085106,2.383,2.994,1.02,-0.063829787
6796,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:37:25,1,8,48,0,0,2,5,1,2,1,23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.013,3.89,1,100,2,0,0,0.479166667,3.013,3.89,1,-0.041666667
6797,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:37:58,1,8,49,0,0,2,5,1,1,1,24,25,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8.849,9.195,1,122,0,0,0,0.489795918,8.849,9.195,1.22,-0.020408163
6798,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:38:38,1,9,50,0,0,3,5,2,1,1,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.813,13.448,4,124,3,0,0,0.5,4.20325,3.362,1.24,0
6799,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:39:11,1,9,51,0,0,3,5,2,1,2,25,26,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.797,2.24,1,117,3,0,2,0.490196078,3.797,2.24,1.17,-0.019607843
6800,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:39:37,1,9,52,0,0,3,5,2,1,2,25,27,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715,0.595,1,124,3,0,1,0.480769231,0.715,0.595,1.24,-0.038461538
6801,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:40:03,1,9,53,0,0,3,5,2,1,2,25,28,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.267,4.712,1,118,3,1,2,0.2,7.267,4.712,1.18,-0.056603774
6802,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:40:29,1,9,54,0,0,3,5,2,1,2,25,29,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.982,1.485,1,121,3,0,0,0,2.982,1.485,1.21,-0.074074074
6803,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:42:45,2,1,55,0,1,0,0,1,1,1,26,29,0,0,0,0,1,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.159,9.303,3,127,0,1,0,0.472727273,3.053,3.101,1.27,-0.054545455
6804,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:43:15,2,1,56,0,1,0,0,1,2,2,26,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.921,13.182,4,94,2,0,0,0.464285714,2.98025,3.2955,0.94,-0.071428571
6805,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:43:55,2,1,57,0,1,0,0,1,1,1,27,30,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.176,35.172,7,114,4,1,2,0.473684211,3.882285714,5.024571429,1.14,-0.052631579
6806,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:44:34,2,1,58,0,1,0,0,1,2,2,27,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.304,16.472,4,102,2,0,0,0.465517241,2.826,4.118,1.02,-0.068965517
6807,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:45:21,2,1,59,0,1,0,0,1,1,1,28,31,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739,1.027,1,128,3,0,1,0.474576271,0.739,1.027,1.28,-0.050847458
6808,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:45:46,2,1,60,0,1,0,0,1,1,1,29,31,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.115,17.748,3,125,4,1,2,0.483333333,2.371666667,5.916,1.25,-0.033333333
6809,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:46:46,2,2,61,0,1,1,0,2,1,2,29,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.066,41.29,13,113,4,0,0,0.475409836,3.543538462,3.176153846,1.13,-0.049180328
6810,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:47:30,2,2,62,0,1,1,0,2,2,1,30,32,0,0,0,0,1,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,27.056,14.096,6,102,3,0,0,0.483870968,4.509333333,2.349333333,1.02,-0.032258065
6811,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:48:37,2,2,63,0,1,1,0,2,2,2,30,33,0,0,0,0,0,1,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,22.688,15.561,5,96,1,0,0,0.476190476,4.5376,3.1122,0.96,-0.047619048
6812,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:49:29,2,2,64,0,1,1,0,2,2,1,31,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.54,7.965,2,88,1,0,0,0.484375,4.27,3.9825,0.88,-0.03125
6813,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:50:19,2,2,65,0,1,1,0,2,2,2,31,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.843,8.709,3,109,4,0,0,0.476923077,4.281,2.903,1.09,-0.046153846
6814,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:51:08,2,2,66,0,1,1,0,2,2,2,31,35,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50.564,49.291,11,88,1,1,2,0.46969697,4.596727273,4.481,0.88,-0.060606061
6815,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:52:37,2,3,67,0,1,1,1,1,2,2,31,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.906,28.461,8,106,2,0,0,0.462686567,4.11325,3.557625,1.06,-0.074626866
6816,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:53:47,2,3,68,0,1,1,1,1,2,2,31,37,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.736,1.099,0,106,2,1,1,0.455882353,#DIV/0!,#DIV/0!,1.06,-0.088235294
6817,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:54:26,2,3,69,0,1,1,1,1,1,2,31,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20.5,34.54,6,117,4,1,0,0.449275362,3.416666667,5.756666667,1.17,-0.101449275
6818,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:55:04,2,3,70,0,1,1,1,1,2,1,32,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,9.769,11.961,3,96,2,0,0,0.2,3.256333333,3.987,0.96,-0.085714286
6819,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:55:46,2,3,71,0,1,1,1,1,2,1,33,38,0,0,0,0,1,0,5,0,0,0,0,1,0,1,0,0,1,0,0,0,1,4.971,11.363,3,105,4,1,0,0.4,1.657,3.787666667,1.05,-0.070422535
6820,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:56:30,2,3,72,0,1,1,1,1,2,2,33,39,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,25.79,26.327,8,97,2,0,2,0.4,3.22375,3.290875,0.97,-0.083333333
6821,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:58:53,2,4,73,0,1,1,2,2,1,2,33,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.128,3.986,1,120,2,1,0,0.452054795,5.128,3.986,1.2,-0.095890411
6822,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,0:59:15,2,4,74,0,1,1,2,2,1,1,34,40,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,65.76,29.245,8,123,1,0,0,0.459459459,8.22,3.655625,1.23,-0.081081081
6823,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,1:00:00,2,4,75,0,1,1,2,2,2,1,35,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.565,23.457,4,93,2,0,2,0.466666667,5.89125,5.86425,0.93,-0.066666667
6824,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,1:01:44,2,4,76,0,1,1,2,2,2,2,35,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.069,34.161,9,86,1,0,0,0.460526316,3.563222222,3.795666667,0.86,-0.078947368
6825,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,1:02:51,2,4,77,0,1,1,2,2,2,2,35,42,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.374,26.46,7,95,4,1,0,0.454545455,5.910571429,3.78,0.95,-0.090909091
6826,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,1:04:13,2,4,78,0,1,1,2,2,2,1,36,42,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.338,28.773,10,113,3,0,0,0.461538462,2.8338,2.8773,1.13,-0.076923077
6827,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,1:05:14,2,4,79,0,1,1,2,2,2,1,37,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24.379,25.276,8,90,3,0,0,0.46835443,3.047375,3.1595,0.9,-0.063291139
6828,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,1:06:17,2,4,80,0,1,1,2,2,1,2,37,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,50.667,51.959,13,125,1,0,0,0.4625,3.897461538,3.996846154,1.25,-0.075
6829,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,1:07:59,2,4,81,0,1,1,2,2,1,2,37,44,0,0,0,0,0,1,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14.955,15.313,5,123,3,0,0,0.456790123,2.991,3.0626,1.23,-0.086419753
6830,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,1:08:34,2,4,82,0,1,1,2,2,2,2,37,45,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.617,19.92,5,82,1,0,0,0.451219512,3.5234,3.984,0.82,-0.097560976
6831,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,1:09:32,2,5,83,0,1,1,3,1,1,2,37,46,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.073,31.888,6,126,3,0,0,0.445783133,3.512166667,5.314666667,1.26,-0.108433735
6832,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,1:10:09,2,5,84,0,1,1,3,1,1,1,38,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15.741,21.907,5,125,3,0,2,0.452380952,3.1482,4.3814,1.25,-0.095238095
6833,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,1:10:42,2,5,85,0,1,1,3,1,1,1,39,46,0,0,0,0,1,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,26.865,24.707,7,111,4,1,2,0.458823529,3.837857143,3.529571429,1.11,-0.082352941
6834,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,1:11:25,2,5,86,0,1,1,3,1,2,1,40,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.204,16.371,5,95,2,0,0,0.6,3.6408,3.2742,0.95,-0.069767442
6835,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,1:12:09,2,5,87,0,1,1,3,1,1,1,41,46,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,13.915,23.845,3,114,4,1,0,0.8,4.638333333,7.948333333,1.14,-0.057471264
6836,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,1:14:11,2,6,88,0,1,2,3,2,2,1,42,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,53.046,45.066,14,87,3,0,0,0.477272727,3.789,3.219,0.87,-0.045454545
6837,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,1:15:15,2,6,89,0,1,2,3,2,1,2,42,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.301,3.149,1,124,4,1,0,0.471910112,4.301,3.149,1.24,-0.056179775
6838,2023-wimbledon-1602,Jannik Sinner,Novak Djokovic,1:15:44,2,6,90,0,1,2,3,2,1,2,42,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.522,13.419,3,124,3,0,0,0.466666667,6.507333333,4.473,1.24,-0.066666667
