match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,p1_score_rate
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:17:45,1,6,28,0,0,3,2,15,0,2,1,2,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05,4.681,1,124,C,NCTL,D,0.6071428571428571
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:18:02,1,6,29,0,0,3,2,15,15,2,1,1,18,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.535,1.641,2,127,C,NCTL,MD,0.6206896551724138
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:18:43,1,6,30,0,0,3,2,30,15,2,2,1,19,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.615,17.285,4,96,BC,NCTL,ND,0.6333333333333333
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:19:45,1,6,31,0,0,3,2,40,15,2,1,2,19,12,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,1,0,0,0,1,0,21.853,13.534,5,111,W,CTL,ND,0.6129032258064516
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:20:19,1,6,32,0,0,3,2,40,30,2,2,2,19,13,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,1,0,0,0,1,0,18.443,21.823,5,89,W,CTL,D,0.59375
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:21:11,1,6,33,0,0,3,2,40,40,2,1,2,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.217,2.317,1,132,C,NCTL,ND,0.5757575757575758
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:21:32,1,6,34,0,0,3,2,40,AD,2,2,1,20,14,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.924,6.05,0,132,BW,CTL,ND,0.5882352941176471
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:22:12,1,6,35,0,0,3,2,40,40,2,1,2,20,15,0,0,0,0,0,1,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.044,11.819,3,118,W,NCTL,ND,0.5714285714285714
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:22:40,1,6,36,0,0,3,2,40,AD,2,1,2,20,16,2,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.31,7.44,3,121,C,NCTL,ND,0.5555555555555556
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:23:16,1,7,37,0,0,3,3,0,0,1,1,1,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.239,9.474,1,102,W,CTL,ND,0.5675675675675675
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:23:37,1,7,38,0,0,3,3,15,0,1,1,2,21,17,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9.381,11.904,4,111,BW,NCTL,ND,0.5526315789473685
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:24:01,1,7,39,0,0,3,3,15,15,1,1,1,22,17,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,1.106,1,120,W,CTL,MD,0.5641025641025641
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:24:18,1,7,40,0,0,3,3,30,15,1,1,2,22,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.15,12.207,4,121,B,NCTL,ND,0.4
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:24:42,1,7,41,0,0,3,3,30,30,1,1,1,23,18,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8.032,5.627,1,107,W,CTL,ND,0.4
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:25:05,1,7,42,0,0,3,3,40,30,1,2,2,23,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16.54,16.191,4,79,B,NCTL,D,0.4
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:25:46,1,7,43,0,0,3,3,40,40,1,1,2,23,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.662,11.092,2,101,W,CTL,ND,0.2
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:26:09,1,7,44,0,0,3,3,40,AD,1,2,2,23,21,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,34.949,32.707,8,86,B,NCTL,ND,0.2
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:28:12,1,8,45,0,0,3,4,0,0,2,2,1,24,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.688,5.476,2,112,W,CTL,D,0.5333333333333333
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:28:47,1,8,46,0,0,3,4,15,0,2,1,2,24,22,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.21,6.282,3,121,C,NCTL,ND,0.5217391304347826
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:29:13,1,8,47,0,0,3,4,15,15,2,2,1,25,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.279,6.223,2,117,B,NCTL,ND,0.5319148936170213
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:29:49,1,8,48,0,0,3,4,30,15,2,1,2,25,23,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,28.009,22.35,5,122,C,NCTL,ND,0.5208333333333334
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:30:26,1,8,49,0,0,3,4,30,30,2,1,2,25,24,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,24.155,15.546,5,121,W,CTL,ND,0.5102040816326531
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:30:56,1,8,50,0,0,3,4,30,40,2,1,1,26,24,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7.556,11.411,2,114,W,CTL,ND,0.52
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:31:37,1,8,51,0,0,3,4,40,40,2,2,2,26,25,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.532,8.047,3,123,C,NCTL,ND,0.5098039215686274
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:32:18,1,8,52,0,0,3,4,40,AD,2,2,2,26,26,2,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.888,7.95,3,95,BW,NCTL,D,0.5
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:33:09,1,9,53,0,0,3,5,0,0,1,2,2,26,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7.041,11.253,2,89,BC,NCTL,ND,0.49056603773584906
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:33:37,1,9,54,0,0,3,5,0,15,1,1,2,26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.112,6.229,2,102,BC,NCTL,ND,0.48148148148148145
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:33:58,1,9,55,0,0,3,5,0,30,1,2,2,26,29,0,0,0,0,0,1,B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26.559,27.826,8,103,BW,CTL,D,0.4727272727272727
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:34:42,1,9,56,0,0,3,5,0,40,1,2,2,26,30,2,2,0,0,0,1,B,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.239,4.422,2,84,BW,NCTL,D,0.0
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:37:19,2,1,57,0,1,0,0,0,0,2,1,2,26,31,0,0,0,0,0,1,B,0,0,0,0,0,1,0,1,0,0,0,0,0,0,22.316,19.159,5,112,W,CTL,D,0.45614035087719296
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:38:00,2,1,58,0,1,0,0,0,15,2,1,1,27,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.647,4.929,2,119,C,NCTL,D,0.46551724137931033
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:38:23,2,1,59,0,1,0,0,15,15,2,1,1,28,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.31,6.669,2,125,C,NCTL,D,0.4745762711864407
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:38:49,2,1,60,0,1,0,0,30,15,2,2,2,28,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.765,3.757,1,114,C,NCTL,D,0.4666666666666667
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:39:29,2,1,61,0,1,0,0,30,30,2,1,2,28,33,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.947,28.258,9,131,C,NCTL,ND,0.45901639344262296
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:40:30,2,1,62,0,1,0,0,30,40,2,1,2,28,34,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.328,0.888,1,120,W,CTL,MD,0.45161290322580644
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:41:14,2,2,63,0,1,0,1,0,0,1,1,1,29,34,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9.908,23.101,1,106,C,NCTL,D,0.4603174603174603
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:41:35,2,2,64,0,1,0,1,15,0,1,2,1,30,34,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.547,13.954,5,89,B,NCTL,ND,0.46875
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:42:12,2,2,65,0,1,0,1,30,0,1,2,1,31,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,5.143,1,104,W,CTL,ND,0.47692307692307695
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:42:39,2,2,66,0,1,0,1,40,0,1,1,1,32,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.825,5.744,1,122,BC,NCTL,D,0.48484848484848486
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:43:35,2,3,67,0,1,1,1,0,0,2,2,1,33,34,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7.67,7.997,2,112,B,CTL,ND,0.4925373134328358
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:44:08,2,3,68,0,1,1,1,15,0,2,2,1,34,34,0,0,0,0,1,0,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14.721,17.152,4,105,BW,NCTL,ND,0.5
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:44:58,2,3,69,0,1,1,1,30,0,2,2,1,35,34,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.571,1.508,0,105,W,CTL,MD,0.5072463768115942
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:45:24,2,3,70,0,1,1,1,40,0,2,1,2,35,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,4.473,6.129,1,127,B,NCTL,ND,0.6
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:46:12,2,3,71,0,1,1,1,40,15,2,1,1,36,35,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,18.529,17.844,4,116,W,CTL,D,0.6
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:48:23,2,4,72,0,1,2,1,0,0,1,1,1,37,35,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.165,1.575,1,104,W,CTL,MD,0.5138888888888888
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:48:41,2,4,73,0,1,2,1,15,0,1,1,1,38,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.682,3.603,1,120,BW,NCTL,D,0.5205479452054794
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:49:00,2,4,74,0,1,2,1,30,0,1,1,1,39,35,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.504,0.948,1,110,BW,NCTL,MD,0.527027027027027
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:49:32,2,4,75,0,1,2,1,40,0,1,1,2,39,36,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.803,4.007,2,122,C,NCTL,ND,0.52
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:49:50,2,4,76,0,1,2,1,40,15,1,1,1,40,36,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.825,1.031,1,110,W,CTL,MD,0.5263157894736842
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:50:14,2,5,77,0,1,3,1,0,0,2,1,2,40,37,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994,0.837,1,121,C,CTL,MD,0.5194805194805194
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:50:26,2,5,78,0,1,3,1,0,15,2,2,1,41,37,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.691,1.718,0,121,C,CTL,MD,0.5256410256410257
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:50:54,2,5,79,0,1,3,1,15,15,2,1,2,41,38,0,0,0,0,0,1,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26.331,25.868,7,125,B,NCTL,ND,0.5189873417721519
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:51:44,2,5,80,0,1,3,1,15,30,2,1,2,41,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.61,5.101,1,119,W,CTL,D,0.2
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:52:01,2,5,81,0,1,3,1,15,40,2,1,2,41,40,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.424,2.256,1,110,W,CTL,MD,0.2
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:53:36,2,6,82,0,1,3,2,0,0,1,2,2,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.154,5.99,2,98,BW,NCTL,D,0.5
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:54:03,2,6,83,0,1,3,2,0,15,1,1,2,41,42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.593,16.381,4,100,BW,NCTL,ND,0.4939759036144578
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:54:28,2,6,84,0,1,3,2,0,30,1,2,2,41,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.404,14.005,2,90,C,NCTL,D,0.4880952380952381
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:55:08,2,6,85,0,1,3,2,0,40,1,1,1,42,43,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7.89,9.443,3,107,C,NCTL,ND,0.49411764705882355
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:55:42,2,6,86,0,1,3,2,15,40,1,1,1,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.492,6.86,1,105,BW,NCTL,ND,0.5
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:56:00,2,6,87,0,1,3,2,30,40,1,2,1,44,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10.714,11.982,3,79,B,NCTL,ND,0.5057471264367817
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:56:40,2,6,88,0,1,3,2,40,40,1,1,2,44,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.875,11.046,2,98,W,NCTL,ND,0.5
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:57:05,2,6,89,0,1,3,2,40,AD,1,1,1,45,44,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,22.151,26.75,5,111,C,CTL,ND,0.5056179775280899
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:58:00,2,6,90,0,1,3,2,40,40,1,2,2,45,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.336,16.788,4,85,C,NCTL,ND,0.5
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:58:40,2,6,91,0,1,3,2,40,AD,1,1,1,46,45,0,0,0,0,1,0,F,0,0,0,0,1,0,1,0,0,1,0,0,0,1,23.922,37.318,7,109,BC,NCTL,ND,0.5054945054945055
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:59:22,2,6,92,0,1,3,2,40,40,1,1,1,47,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.435,3.68,1,108,BW,NCTL,ND,0.5108695652173914
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,0:59:47,2,6,93,0,1,3,2,AD,40,1,1,2,47,46,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,36.492,31.352,10,109,BC,CTL,D,0.5053763440860215
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:00:35,2,6,94,0,1,3,2,40,40,1,1,2,47,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.349,19.71,4,104,BW,NCTL,D,0.5
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:01:03,2,6,95,0,1,3,2,40,AD,1,1,1,48,47,0,0,0,0,1,0,B,0,0,0,0,1,0,1,0,0,1,0,0,0,1,15.893,28.849,5,114,C,CTL,MD,0.5052631578947369
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:01:41,2,6,96,0,1,3,2,40,40,1,1,2,48,48,0,0,0,0,0,1,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.942,4.87,2,103,BW,NCTL,D,0.5
